Article,Summary,Authors,Date,Access,Figure,Link paper,TCR,BCR,T CELL,B CELL,NKC,CD4,CD8,DEEP LEARNING,MACHINE LEARNING,ML,DL,CNN,LSTM,HLA
Essential role of a ThPOK autoregulatory loop in the maintenance of mature CD4+ T cell identity and function,"The transcription factor ThPOK is critical for homeostasis and differentiation of mature helper T cells. Here, Kappes and colleagues describe a ThPOK-mediated positive autoregulatory loop that is crucial for tissue-specific Treg cell differentiation, maintenance of intestinal Treg cell integrity and conversion of these cells into CD4+ intraepithelial lymphocytes.",Jayati BasuBernardo S. ReisDietmar J. Kappes,26 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00980-8/MediaObjects/41590_2021_980_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00980-8,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Epigenetic scars of CD8+ T cell exhaustion persist after cure of chronic infection in humans,The degree of plasticity in the epigenetic landscape of exhausted T cells has been unclear. Sen and colleagues find that exhausted CD8+ T cells demonstrate a stable core epigenetic exhaustion signature that persists independent of inflammation or viral antigen.,Kathleen B. YatesPierre TonnerreDebattama R. Sen,26 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00979-1/MediaObjects/41590_2021_979_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00979-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Distinct transcription factor networks control neutrophil-driven inflammation,"Neutrophils demonstrate highly dynamic functional and transcriptional changes depending on their tissue environment. Udalova and colleagues use an inflammation model to examine neutrophils and find that the transcription factors RUNX1 and KLF6 control maturation; RELB, IRF5 and JUNB drive effector responses; and RFX2 and RELB promote survival.",Tariq E. KhoyrattyZhichao AiIrina A. Udalova,19 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00968-4/MediaObjects/41590_2021_968_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00968-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATF and IRF4 cooperate to counter exhaustion in tumor-infiltrating CAR T cells,"Chronic antigen stimulation leads to CD8+ T cell exhaustion, which is mediated by persistent activation of the transcription factor NFAT in the absence of AP-1. Seo, González-Avalos and colleagues show that overexpressed BATF cooperates with IRF4 to counteract NFAT-induced exhaustion and promote better tumor control by CAR T cells in mouse models.",Hyungseok SeoEdahí González-AvalosPatrick G. Hogan,19 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00964-8/MediaObjects/41590_2021_964_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00964-8,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BATF regulates progenitor to cytolytic effector CD8+ T cell transition during chronic viral infection,Distinct subsets of effector CD8+ T cells can arise in chronically infected mice. Cui and colleagues examine the epigenetic trajectory of TCF-1+Ly108+ ‘stem-like’ progenitor cells differentiating into CX3CR1+ cytolytic effector CD8+ T cells in LCMV-infected mice. Single-cell transcriptomic and ATAC-seq analyses reveal that this progression requires the transcription factors T-bet and BATF.,Yao ChenRyan A. ZanderWeiguo Cui,19 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00965-7/MediaObjects/41590_2021_965_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00965-7,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Protective Zika vaccines engineered to eliminate enhancement of dengue infection via immunodominance switch,Antibody-dependent enhancement (ADE) is an important safety concern for vaccine development against dengue virus (DENV) and the antigenically related Zika virus (ZIKV). Gao and colleagues designed a ZIKV vaccine that induced sterilizing immunity and fetal protection in mice challenged with ZIKV and did not induce ADE following subsequent DENV infection.,Lianpan DaiKun XuGeorge F. Gao,15 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00966-6/MediaObjects/41590_2021_966_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00966-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Adenovirus vector vaccination reprograms pulmonary fibroblastic niches to support protective inflating memory CD8+ T cells,Ludewig and colleagues show that adenovirus immunization fosters the formation of pulmonary immune-stimulating niches underpinned by fibroblastic stromal cells that maintain ‘inflating’ memory CD8+ T cells through the provision of interleukin-33.,Jovana CupovicSandra S. RingBurkhard Ludewig,15 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00969-3/MediaObjects/41590_2021_969_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00969-3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Orchestration of myeloid-derived suppressor cells in the tumor microenvironment by ubiquitous cellular protein TCTP released by tumor cells,Cell death in the context of cancer therapies is often associated with immunogenicity. Taniguchi and colleagues instead find that release of the cellular protein TCTP following cell death triggers an immunosuppressive pathway in the tumor microenvironment.,Sho HangaiTakeshi KawamuraTadatsugu Taniguchi,08 Jul 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00967-5/MediaObjects/41590_2021_967_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00967-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The cellular architecture of the antimicrobial response network in human leprosy granulomas,"Modlin and colleagues examined the skin lesions of human leprosy patients using single-cell RNA sequencing coupled to cellular spatial mapping. Their analysis maps the architecture of granulomas in leprosy lesions from patients with leprosy with localized disease (tuberculoid leprosy, reversal reaction) to those with progressive infection (lepromatous leprosy).",Feiyang MaTravis K. HughesRobert L. Modlin,24 Jun 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00956-8/MediaObjects/41590_2021_956_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00956-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Intratumoral follicular regulatory T cells curtail anti-PD-1 treatment efficacy,Vijayanand and colleagues show highly suppressive CD4+CTLA-4+PD-1+ follicular regulatory T (TFR) cells reside within tumor microenvironments. Depleting TFR cells or blocking their activity with CTLA-4-depleting antibodies before anti-PD-1 checkpoint blockade therapy improved the efficacy of anti-PD-1 treatment in mouse tumor models and was also associated with better survival outcomes in a large cohort of patients with melanoma.,Simon EschweilerJames ClarkePandurangan Vijayanand,24 Jun 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00958-6/MediaObjects/41590_2021_958_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00958-6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A variant in human AIOLOS impairs adaptive immunity by interfering with IKAROS,"The zinc-finger transcription factor IKAROS is essential for B cell development. Taniuchi, Morio and colleagues identify a human kindred presenting with B cell immunodeficiency that was caused by a heterozygous missense mutation in IKZF3 encoding the related AIOLOS protein. AIOLOSG159R is a mutant protein that interferes with both wild-type AIOLOS and IKAROS by forming heterodimers that bind to aberrant DNA-binding sites and prevent normal expression of IKAROS-dependent genes.",Motoi YamashitaHye Sun KuehnTomohiro Morio,21 Jun 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00951-z/MediaObjects/41590_2021_951_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00951-z,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Targeting regulator of G protein signaling 1 in tumor-specific T cells enhances their trafficking to breast cancer,Effective control of tumors requires the presence of inflammatory helper and cytotoxic T cells. Song and colleagues demonstrate that the protein RGS1 cell-intrinsically regulates effector T cell homing to tumors and thereby impairs tumor control.,Di HuangXueman ChenErwei Song,17 Jun 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00939-9/MediaObjects/41590_2021_939_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00939-9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blockade of the co-inhibitory molecule PD-1 unleashes ILC2-dependent antitumor immunity in melanoma,"Group 2 innate lymphoid cells (ILC2s) are generally considered to have pro-tumor functions. However, Belz and colleagues demonstrate that ILC2s have anti-melanoma effects due to their high production of the inflammatory cytokine granulocyte-macrophage colony-stimulating factor in the tumor microenvironment.",Nicolas JacquelotCyril SeilletGabrielle T. Belz,07 Jun 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00943-z/MediaObjects/41590_2021_943_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00943-z,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skin and gut imprinted helper T cell subsets exhibit distinct functional phenotypes in central nervous system autoimmunity,Korn and colleagues demonstrate that the site of T cell priming (gut versus skin draining lymph nodes) dictates their effector phenotypes and homing to distal sites of immunopathology.,Michael HiltenspergerEduardo BeltránThomas Korn,07 Jun 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00948-8/MediaObjects/41590_2021_948_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00948-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Embryonic macrophages function during early life to determine invariant natural killer T cell levels at barrier surfaces,Invariant natural killer T (iNKT) cells populate barrier surfaces during an early-life window. Blumberg and colleagues demonstrate that such barrier surface iNKT cells develop via an extrathymic pathway dependent on a specialized population of embryo-derived macrophages.,Thomas GensollenXi LinRichard S. Blumberg,26 May 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00934-0/MediaObjects/41590_2021_934_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00934-0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dynamic regulation of B cell complement signaling is integral to germinal center responses,Heeger and colleagues report that activated B cells dynamically regulate the expression of complement regulatory proteins via the transcription factor BCL6. C3 convertase activity and C3aR1–C5aR1 signaling were both necessary for optimal B cell activation and germinal center formation.,Arun CumpelikDavid HejaPeter S. Heeger,24 May 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00926-0/MediaObjects/41590_2021_926_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00926-0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Metabolic reprogramming of terminally exhausted CD8+ T cells by IL-10 enhances anti-tumor immunity,Tang and colleagues show that a half-life-extended IL-10–Fc fusion protein acts directly on terminally exhausted PD1+TIM-3+CD8+ T cells to enhance their proliferation and effector function by reprogramming the cellular metabolism to oxidative phosphorylation in a mitochondrial pyruvate carrier–dependent manner. Treatment of tumor-bearing mice with IL-10–Fc and adoptive T cell therapy led to eradication of their established solid tumors and durable cures.,Yugang GuoYu-Qing XieLi Tang,24 May 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00940-2/MediaObjects/41590_2021_940_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00940-2,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Coupled analysis of transcriptome and BCR mutations reveals role of OXPHOS in affinity maturation,Xu and colleagues use single-cell transcriptomic analyses to uncover distinct expression dynamics of metabolic programs in germinal center B cells. Coupled analysis of transcriptional states and Igh variable sequences revealed that OXPHOS metabolism is enhanced in GC B cells undergoing positive selection. Their findings suggest BCR signaling tunes GC B cell metabolism to accelerate the cell cycle of positively selected GC B cells.,Dianyu ChenYan WangHeping Xu,24 May 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00936-y/MediaObjects/41590_2021_936_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00936-y,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Repression of CTSG, ELANE and PRTN3-mediated histone H3 proteolytic cleavage promotes monocyte-to-macrophage differentiation",Chromatin undergoes extensive reprogramming during immune cell differentiation. Here Kuo and colleagues uncover an epigenetic mechanism that primes the chromatin to facilitate macrophage development.,Peggie CheungSteven SchaffertAlex J. Kuo,20 May 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00928-y/MediaObjects/41590_2021_928_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00928-y,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clonally expanded EOMES+ Tr1-like cells in primary and metastatic tumors are associated with disease progression,"Human primary and metastatic tumors harbor CD4+ Treg cells that can suppress antitumor immune responses. Bonnal et al. identify an intratumoral type 1 Treg-like CD4+ T cell subset that expresses the transcription factor EOMES, granzyme K and CHI3L2. This EOMES+ T cell subset correlates with disease progression but is responsive to PD-1 checkpoint blockade immunotherapy.",Raoul J. P. BonnalGrazisa RossettiMassimiliano Pagani,20 May 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00930-4/MediaObjects/41590_2021_930_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00930-4,0,0,1,0,0,1,0,0,0,0,0,0,0,0
TLR2 senses the SARS-CoV-2 envelope protein to produce inflammatory cytokines,The innate sensors of SARS-CoV-2 are still being determined. Kanneganti and colleagues find that SARS-CoV-2 envelope protein is sensed by TLR2 and this drives pathogenic inflammatory cytokine production.,Min ZhengRajendra KarkiThirumala-Devi Kanneganti,07 May 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00937-x/MediaObjects/41590_2021_937_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00937-x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A latent subset of human hematopoietic stem cells resists regenerative stress to preserve stemness,"Dick and colleagues identify human LT-HSC subsets with distinct quiescent states. They link these differences to INKA1-mediated downregulation of the transmembrane protein CD112 and its interaction with the protein deacetylase SIRT1. INKA1 is inversely correlated with the histone H4K16Ac mark, which then distinguishes ‘latent’ CD112lo LT-HSCs from CD112hi LT-HSCs that are more readily activated in response to hematopoietic stress.",Kerstin B. KaufmannAndy G. X. ZengJohn E. Dick,06 May 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00925-1/MediaObjects/41590_2021_925_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00925-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Heme catabolism by tumor-associated macrophages controls metastasis formation,Tumor-associated macrophages (TAMs) play multifaceted roles in establishing an immunosuppressive tumor microenvironment. Sica and colleagues find that macrophage-intrinsic complement signaling initiates a pathway leading to the induction of highly tumorigenic TAMs.,Francesca Maria ConsonniAugusto BleveAntonio Sica,26 Apr 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00921-5/MediaObjects/41590_2021_921_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00921-5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gremlin 1+ fibroblastic niche maintains dendritic cell homeostasis in lymphoid tissues,Fibroblastic reticular cells (FRCs) provide structural support and soluble factors necessary for proper lymph node organization and function. Turley and colleagues use scRNA-seq to identify a unique Gremlin1-expressing FRC subset that is found in T cell zones. Grem1+ FRCs support the survival of resident cDCs and are necessary to promote T cell immunity.,Varun N. KapoorSören MüllerShannon J. Turley,26 Apr 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00920-6/MediaObjects/41590_2021_920_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00920-6,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Microglia use TAM receptors to detect and engulf amyloid β plaques,"How microglia sense amyloid plaques in Alzheimer’s disease has remained mysterious. Lemke and colleagues report that TAM receptor kinases are absolutely required for normal microglial recognition of, response to and phagocytosis of Aβ plaques. Surprisingly, TAM-mediated microglial phagocytosis of Aβ material does not constrain, but rather promotes, the formation of dense-core plaques.",Youtong HuangKaisa E. HapponenGreg Lemke,15 Apr 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00913-5/MediaObjects/41590_2021_913_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00913-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-cell analysis of FOXP3 deficiencies in humans and mice unmasks intrinsic and extrinsic CD4+ T cell perturbations,"FOXP3 deficiency leads to dramatic loss of immune homeostasis. This multicenter collaborative group finds that loss of FOXP3 function only disrupts a few core genes, but this unmasks a degree of systemic inflammation, and it is this environment that then strongly perturbs Treg cells.",David ZemmourLouis-Marie CharbonnierChristophe Benoist,08 Apr 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00910-8/MediaObjects/41590_2021_910_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00910-8,0,0,1,0,0,1,0,0,0,0,0,0,0,0
TAP dysfunction in dendritic cells enables noncanonical cross-presentation for T cell priming,"Viral pathogens frequently target host cell antigen-processing pathways, including MHC-I–TAP peptide transporters, to evade host immunity. Blander and colleagues describe how MHC-I molecules can still cross-present antigen by re-routing ERGIC-resident MHC molecules to phagosomal vesicles, where phagolysosomal proteases act to shape the peptide repertoire for MHC-I presentation.",Gaëtan BarbetPriyanka Nair-GuptaJ. Magarian Blander,31 Mar 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00903-7/MediaObjects/41590_2021_903_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00903-7,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The ubiquitin ligase MDM2 sustains STAT5 stability to control T cell-mediated antitumor immunity,The E3 ubiquitin ligase MDM2 inhibits the tumor suppressor p53 and is an important therapeutic target. Zou and colleagues demonstrate that MDM2 also has a T cell-intrinsic role that supports antitumor responses.,Jiajia ZhouIlona KryczekWeiping Zou,25 Mar 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00888-3/MediaObjects/41590_2021_888_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00888-3,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Multi-omics analyses reveal that HIV-1 alters CD4+ T cell immunometabolism to fuel virus replication,"Ting and colleagues use multi-omics to examine the alterations undergone by CD4+ T cells following HIV-1 infection. They describe mechanistic changes that lead to elevated oxidative phosphorylation, which, if inhibited, leads to suppression of HIV-1 infection.",Haitao GuoQi WangJenny P.-Y. Ting,25 Mar 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00898-1/MediaObjects/41590_2021_898_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00898-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The tumor suppressor kinase DAPK3 drives tumor-intrinsic immunity through the STING–IFN-β pathway,Sharma and colleagues identify the kinase DAPK3 as a positive regulator of the STING–interferon-β activation pathway. DAPK3 acts to modify E3 ubiquitin ligases that regulate STING K63-linked poly-ubiquitination.,Mariko TakahashiChan-Wang J. LioSonia Sharma,25 Mar 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00896-3/MediaObjects/41590_2021_896_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00896-3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Blockade of IL-22 signaling reverses erythroid dysfunction in stress-induced anemias,"Growing evidence suggests that immune dysregulation is involved in the pathogenesis of myelodysplastic syndromes (MDSs). Glimcher and colleagues report haplosufficiency of the serine–threonine kinase RIOK2 leads to increased IL-22 production that, in turn, suppresses erythropoiesis. Blocking IL-22 rescues this defect in mice, suggesting that IL-22 blockade might be of therapeutic value in treating MDSs.",Mahesh RaundhalShrestha GhoshLaurie H. Glimcher,22 Mar 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00895-4/MediaObjects/41590_2021_895_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00895-4,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Fibroblastic reticular cell lineage convergence in Peyer’s patches governs intestinal immunity,"Kollias and colleagues examine the development of fibroblastic reticular cells (FRCs) during lymphoid organogenesis in gut Peyer’s patches (PPs). They show that PP FRCs develop from two separate mesenchymal cell lineages, which converge and form mosaic microenvironments that support immune cell activation and maintain intestinal homeostasis.",Alejandro PradosLucas OnderGeorge Kollias,11 Mar 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00894-5/MediaObjects/41590_2021_894_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00894-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stepwise chromatin and transcriptional acquisition of an intraepithelial lymphocyte program,Mucida and colleagues examine how the gut epithelial microenvironment alters CD4+ T cells during their conversion into intraepithelial lymphocytes. They reveal a stepwise process involving chromatin accessibility and transcription changes triggered by ThPOK downregulation.,Mariya LondonAngelina M. BilateDaniel Mucida,08 Mar 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00883-8/MediaObjects/41590_2021_883_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00883-8,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Robust SARS-CoV-2-specific T cell immunity is maintained at 6 months following primary infection,The contribution of T cells to the SARS-CoV-2 response remains an important and unresolved question. Moss and colleagues examine T cell and antibody kinetics in a large cohort of patients with COVID-19 and find robust and durable T cell responses.,Jianmin ZuoAlexander C. DowellPaul Moss,05 Mar 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00902-8/MediaObjects/41590_2021_902_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00902-8,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Wnt–β-catenin activation epigenetically reprograms Treg cells in inflammatory bowel disease and dysplastic progression,Gounari and colleagues examine how the Wnt–β-catenin signaling axis in regulatory T cells promotes inflammatory bowel disease and colonic dysplasia. Activated β-catenin induces epigenetic changes that alter expression of genes co-regulated by Foxp3 and TCF-1.,Jasmin QuandtStephen ArnovitzFotini Gounari,04 Mar 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00889-2/MediaObjects/41590_2021_889_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00889-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effector and stem-like memory cell fates are imprinted in distinct lymph node niches directed by CXCR3 ligands,T cells are highly dynamic and their spatial and cellular interactions can influence their differentiation program. Groom and colleagues use three-dimensional spatial imaging to show that effector and stem-like memory cell fates are imposed within distinct lymph node regions.,Brigette C. DuckworthFanny LafouresseJoanna R. Groom,01 Mar 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00878-5/MediaObjects/41590_2021_878_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00878-5,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A RUNX–CBFβ-driven enhancer directs the Irf8 dose-dependent lineage choice between DCs and monocytes,The transcription factor IRF8 is required for both DC and monocyte differentiation from common myeloid progenitors. Tamura and colleagues identify an enhancer (+56 kb) in the Irf8 locus that regulates early myeloid lineage choice.,Koichi MurakamiHaruka SasakiTomohiko Tamura,18 Feb 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00871-y/MediaObjects/41590_2021_871_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00871-y,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A CD22–Shp1 phosphatase axis controls integrin β7 display and B cell function in mucosal immunity,"Lymphocyte homing to the gut and Peyer’s patches requires expression of integrin α4β7. Ballet and colleagues report that B cell expression of CD22 is required to specifically retain surface expression of β7 integrin molecules, thereby promoting B cell retention in the gut and optimal gut mucosal antibody responses.",Romain BalletMartin BrennanEugene C. Butcher,15 Feb 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00862-z/MediaObjects/41590_2021_862_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00862-z,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Urban living in healthy Tanzanians is associated with an inflammatory status driven by dietary and metabolic changes,Rapid urbanization can be associated with adverse health implications. de Mast and colleagues compare urban and rural Tanzanian populations using multi-omics and observe that urbanization is associated with an elevated but reversible inflammatory state.,Godfrey S. TembaVesla KullayaQuirijn de Mast,11 Feb 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00867-8/MediaObjects/41590_2021_867_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00867-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACH2 enforces the transcriptional and epigenetic programs of stem-like CD8+ T cells,Tuoqi Wu and colleagues show that the transcriptional repressor BACH2 is required early after chronic viral infection to enforce a stem-like fate in activated CD8+ T cells. BACH2 acts to suppress genes that lead to the exhausted cell state.,Chen YaoGuohua LouTuoqi Wu,11 Feb 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00868-7/MediaObjects/41590_2021_868_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00868-7,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Tumor hypoxia represses γδ T cell-mediated antitumor immunity against brain tumors,Glioblastoma is one of the most intractable tumors and presents a hypoxic and immunologically cold microenvironment. Lee and colleagues demonstrate that normalizing oxygen tension unleashes γδ T cell anti-glioblastoma function.,Jang Hyun ParkHyun-Jin KimHeung Kyu Lee,11 Feb 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00860-7/MediaObjects/41590_2020_860_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00860-7,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Outcome of SARS-CoV-2 infection is linked to MAIT cell activation and cytotoxicity,"Severe COVID-19 is characterized by hyperinflammation, and there is a need for accurate predictive biomarkers of progression. Lehuen et al. demonstrate that patients with severe COVID-19 show a dramatic loss of MAIT cells, and those that do remain are in a highly activated state.",Héloïse FlamentMatthieu RoulandAgnès Lehuen,02 Feb 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-021-00870-z/MediaObjects/41590_2021_870_Fig1_HTML.png,https://www.nature.com/articles/s41590-021-00870-z,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IRGM1 links mitochondrial quality control to autoimmunity,"Fessler and colleagues report that loss of the IFN-γ-induced GTPase IRGM1 results in autoinflammatory disease. Deficient IRGM1 activity led to defective lysosomal maturation and impaired mitophagy, prompting the release of cytosolic mtDNA and thereby activating the cGAS–STING pathway.",Prashant RaiKyathanahalli S. JanardhanMichael B. Fessler,28 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00859-0/MediaObjects/41590_2020_859_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00859-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microbial metabolism of l-tyrosine protects against allergic airway inflammation,"The microbiome can affect susceptibility to developing asthma. Marsland and colleagues show that changes in the microbial population lead to enrichment of an l-tyrosine metabolite, p-cresol sulfate, which can protect mice against allergic inflammation.",Tomasz P. WypychCéline PattaroniBenjamin J. Marsland,25 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00856-3/MediaObjects/41590_2020_856_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00856-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
