Article,Summary,Authors,Date,Access,Figure,Link paper,TCR,BCR,T CELL,B CELL,NKC,CD4,CD8,DEEP LEARNING,MACHINE LEARNING,HLA
Mechanisms of CD40-dependent cDC1 licensing beyond costimulation,"CD40 is typically understood as a costimulatory molecule. Here, the authors show CD4+ T cell-induced CD40 signaling in conventional type 1 dendritic cells results in complicated gene expression that can enhance CD8+ T cell priming by various underappreciated and independent mechanisms.",Renee WuRay A. OharaKenneth M. Murphy,21 Oct 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01324-w/MediaObjects/41590_2022_1324_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01324-w,0,0,1,0,0,1,1,0,0,0
IL-17D-induced inhibition of DDX5 expression in keratinocytes amplifies IL-36R-mediated skin inflammation,Lai and colleagues show that the RNA helicase DDX5 mediates the alternative splicing of the IL-36R mRNA in keratinocytes and modulates skin inflammation downstream of IL-17D signaling.,Xinhui NiYi XuYuping Lai,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01339-3/MediaObjects/41590_2022_1339_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01339-3,0,0,0,0,0,0,0,0,0,0
SUSD2 suppresses CD8+ T cell antitumor immunity by targeting IL-2 receptor signaling,Wen and colleagues show that the transmembrane protein SUSD2 is a specific negative regulator of CD8+ T cells activation in the tumor environment by interacting with IL-2 receptor α and interfering with IL-2 binding to the receptor.,Bao ZhaoWeipeng GongHaitao Wen,20 Oct 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01326-8/MediaObjects/41590_2022_1326_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01326-8,0,0,1,0,0,1,1,0,0,0
Genetic dissection of TLR9 reveals complex regulatory and cryptic proinflammatory roles in mouse lupus,"Endosomal TLR7 and TLR9 recognize RNA and DNA ligands, respectively, and both signal via MyD88 yet appear to play opposing roles in autoimmunity. Shlomchik and colleagues examine this TLR ‘paradox’, reporting that TLR9 has two protective functions, including an as yet unidentified additional MyD88-independent signaling pathway that confers protection against autoimmunity.",Claire LeiblerShinu JohnMark J. Shlomchik,23 Sept 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01310-2/MediaObjects/41590_2022_1310_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01310-2,0,0,0,1,0,0,0,0,0,0
tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis,"Naive T cells are quiescent but undergo dynamic changes upon antigenic activation. Li and colleagues show that upregulation of tRNA methyltransferase complex TRMT61A–TRMT6 and N1-methyladenosine modification of tRNAs contribute to accelerated mRNA translation efficiency, in particular that of MYC protein, and are required for rapid T cell proliferation.",Yongbo LiuJing ZhouHua-Bing Li,22 Sept 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01301-3/MediaObjects/41590_2022_1301_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01301-3,0,0,1,0,0,1,0,0,0,0
Memory CD8+ T cell diversity and B cell responses correlate with protection against SARS-CoV-2 following mRNA vaccination,"Pace and colleagues assessed the antibody titers, B cell and T cell memory response against SARS-COV-2 in mRNA-vaccinated individuals to show that reduced antibody titers combined with a distinctive memory T cell profile in low vaccine responders correlated with breakthrough infection.",Nadia BrasuInes EliaLuigia Pace,22 Sept 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01313-z/MediaObjects/41590_2022_1313_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01313-z,0,0,1,1,0,0,1,0,0,0
Multiscale 3D genome organization underlies ILC2 ontogenesis and allergic airway inflammation,Henao-Mejia and colleagues provide a detailed characterization of the 3D genome architecture of ILCs and demonstrate that ILC2 development and progression of allergic inflammation are controlled by a unique 3D DNA topology at the Id2 locus.,Michaël F. MichielettoJohn J. Tello-CajiaoJorge Henao-Mejia,01 Sept 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01295-y/MediaObjects/41590_2022_1295_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01295-y,0,0,0,0,0,0,0,0,0,0
Kinetic proofreading through the multi-step activation of the ZAP70 kinase underlies early T cell ligand discrimination,Roncagalli and colleagues use time-resolved high-throughput proteomic analyses to provide a comprehensive picture of the impact of ligand affinity on early T cell receptor signaling.,Guillaume VoisinneMarie Locard-PauletRomain Roncagalli,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01288-x/MediaObjects/41590_2022_1288_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01288-x,0,0,1,0,0,0,0,0,0,0
Type I IFNs promote cancer cell stemness by triggering the epigenetic regulator KDM1B,Type I interferons have been described to have protumor or antitumor functions depending on context. Here the authors show a protumor function for type I interferons in that they promote cancer stem cells by upregulating the chromatin remodeling factor KDM1B.,Martina MusellaAndrea GuarracinoAntonella Sistigu,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01290-3/MediaObjects/41590_2022_1290_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01290-3,0,0,0,0,0,0,0,0,0,0
ETS1 governs pathological tissue-remodeling programs in disease-associated fibroblasts,Osteoclastic bone destruction is mediated by factors such as RANKL elaborated by tissue-destructive fibroblasts. Takayanagi and colleagues identify the transcription factor Ets1 as a major regulator of these pathogenic cells.,Minglu YanNoriko KomatsuHiroshi Takayanagi,23 Aug 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01285-0/MediaObjects/41590_2022_1285_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01285-0,0,0,0,0,0,0,0,0,0,0
Differences in CD80 and CD86 transendocytosis reveal CD86 as a key target for CTLA-4 immune regulation,"The inhibitory receptor CTLA-4 recognizes two ligands on opposing antigen-presenting cells, CD80 and CD86. Sansom and colleagues show CTLA-4 captures ligands by transendocytosis, whereupon low-affinity CD86 releases CTLA-4 at low pH to promote CTLA-4 recycling; however, high-affinity CD80 remains bound and targets CTLA-4 for ubiquitination and destruction.",Alan KennedyErin WatersDavid M. Sansom,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01289-w/MediaObjects/41590_2022_1289_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01289-w,0,0,1,0,0,0,1,0,0,0
Jmjd1c demethylates STAT3 to restrain plasma cell differentiation and rheumatoid arthritis,"The STAT3 pathway is activated in B cells by interleukin-6 and interleukin-21; however, methylation of Lys140 prevents its dephosphorylation and deactivation. Yin et al. report a noncanonical role for the histone demethylase Jmjd1c in demethylating phosphorylated STAT3, thereby terminating B cell activation and limiting plasma cell generation and potential B cell-mediated autoimmunity.",Yuye YinXinyi YangXiaoming Wang,22 Aug 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01287-y/MediaObjects/41590_2022_1287_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01287-y,0,0,0,1,0,0,0,0,0,0
Partial RAG deficiency in humans induces dysregulated peripheral lymphocyte development and humoral tolerance defect with accumulation of T-bet+ B cells,Patients with partial recombination-activating gene (RAG) deficiency (pRD) present variable late-onset autoimmune clinical phenotypes. Walter and colleagues identified a restricted primary B cell antigen receptor repertoire enriched for autoreactivity and clonal persistence in pRD. They described dysregulated B cell maturation with expansion of T-bet+ B cells revealing how RAG impacts stringency of tolerance and B cell fate in the periphery.,Krisztian CsomosBoglarka UjhaziJolan E. Walter,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01271-6/MediaObjects/41590_2022_1271_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01271-6,0,0,0,1,0,0,0,0,0,0
PD-1 directed immunotherapy alters Tfh and humoral immune responses to seasonal influenza vaccine,Patients with cancer undergoing anti-PD-1 immune checkpoint blockade can experience immune-related adverse effects. Wherry and colleagues examined the immunity elicited upon immunization of patients with cancer and report that anti-PD-1 immunotherapy dynamically affects influenza vaccine-induced immune responses.,Ramin Sedaghat HeratiDavid A. KnorrE. John Wherry,28 Jul 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01274-3/MediaObjects/41590_2022_1274_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01274-3,0,0,1,1,0,1,1,0,0,0
Runx3 drives a CD8+ T cell tissue residency program that is absent in CD4+ T cells,"Mackay and colleagues show that distinct programs of tissue residency are induced in CD8+ and CD4+ TRM cell subsets, a difference attributable to the activity of the transcription factor Runx3.",Raíssa FonsecaThomas N. BurnLaura K. Mackay,26 Jul 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01273-4/MediaObjects/41590_2022_1273_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01273-4,0,0,1,0,0,1,1,0,0,0
Lymph node homeostasis and adaptation to immune challenge resolved by fibroblast network mechanics,"Acton and colleagues examine the mechanics of lymph node swelling during the course of an immune response. They find tissue tension regulates fibroblastic reticular cell (FRC) proliferation during lymph node expansion and that podoplanin (PDPN)–CLEC-2 signaling in FRCs regulates this process, which in turn regulates T cell activation.",Harry L. HorsnellRobert J. TetleySophie E. Acton,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01272-5/MediaObjects/41590_2022_1272_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01272-5,0,0,1,0,0,0,0,0,0,0
Runx3 drives a CD8+ T cell tissue residency program that is absent in CD4+ T cells,"Mackay and colleagues show that distinct programs of tissue residency are induced in CD8+ and CD4+ TRM cell subsets, a difference attributable to the activity of the transcription factor Runx3.",Raíssa FonsecaThomas N. BurnLaura K. Mackay,26 Jul 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01273-4/MediaObjects/41590_2022_1273_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01273-4,0,0,1,0,0,1,1,0,0,0
Lymph node homeostasis and adaptation to immune challenge resolved by fibroblast network mechanics,"Acton and colleagues examine the mechanics of lymph node swelling during the course of an immune response. They find tissue tension regulates fibroblastic reticular cell (FRC) proliferation during lymph node expansion and that podoplanin (PDPN)–CLEC-2 signaling in FRCs regulates this process, which in turn regulates T cell activation.",Harry L. HorsnellRobert J. TetleySophie E. Acton,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01272-5/MediaObjects/41590_2022_1272_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01272-5,0,0,1,0,0,0,0,0,0,0
Tcf1–CTCF cooperativity shapes genomic architecture to promote CD8+ T cell homeostasis,"Xue and colleagues show that Tcf1 and Lef1 recruit the genome organizer CTCF to promote chromatin interactions and form highly connected, dynamic interaction hubs in CD8+ T cells undergoing homeostatic proliferation.",Qiang ShanShaoqi ZhuHai-Hui Xue,26 Jul 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01263-6/MediaObjects/41590_2022_1263_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01263-6,0,0,1,0,0,0,1,0,0,0
Deactylation by SIRT1 enables liquid–liquid phase separation of IRF3/IRF7 in innate antiviral immunity,"The deacetylase SIRT1 regulates IRF3/IRF7-mediated antiviral interferon signaling. Here the authors show that SIRT1 deactylates the DNA-binding domain resulting in liquid–liquid phase separation of IRF3/IRF7 and that this signaling is inhibited in aging, an effect that can be reversed with a SIRT1 agonist to restore antiviral response.",Ziran QinXiuwu FangLong Zhang,25 Jul 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01269-0/MediaObjects/41590_2022_1269_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01269-0,0,0,0,0,0,0,0,0,0,0
The function of Wtap in N6-adenosine methylation of mRNAs controls T cell receptor signaling and survival of T cells,Heissmeyer and colleagues show that TCR stimulation-induced cell death is controlled by N6-methyladenosine (m6A) modification of Orai1 and Ripk1 mRNAs. m6A is deposited by a ‘writer’ complex of Wtap and the N6-methyltransferase and bound by the ‘reader’ protein Ythdf2. T cells lacking Wtap exhibit enhanced Ca2+ entry in response to TCR ligation and decreased survival due to activation-induced cell death.,Taku Ito-KurehaCristina LeoniVigo Heissmeyer,25 Jul 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01268-1/MediaObjects/41590_2022_1268_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01268-1,1,0,1,0,0,0,0,0,0,0
Pre-encoded responsiveness to type I interferon in the peripheral immune system defines outcome of PD1 blockade therapy,Predicting which patients will respond to checkpoint blocking therapies is a major challenge. Here the authors score the epigenetic imprinting of T cell responsiveness to type 1 interferons and use this information to predict response to anti-PD1 therapy and long-term survival of cancer patients.,Giselle M. BoukhaledRamy GadallaDavid G. Brooks,14 Jul 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01262-7/MediaObjects/41590_2022_1262_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01262-7,0,0,1,0,0,0,0,0,0,0
Multitier mechanics control stromal adaptations in the swelling lymph node,Sixt and colleagues show that different fibroblast populations in the lymph node mechanically control its swelling in a multitier fashion.,Frank P. AssenJun AbeMichael Sixt,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01257-4/MediaObjects/41590_2022_1257_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01257-4,0,0,0,0,0,0,0,0,0,0
Allergen protease-activated stress granule assembly and gasdermin D fragmentation control interleukin-33 secretion,"Sun and colleagues describe that the secretion of interleukin-33 is dependent on a p40 N-terminal fragment of gasdermin D, whose generation is independent of inflammatory caspase-1 and caspase-11.",Wen ChenShuangfeng ChenBing Sun,06 Jul 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01255-6/MediaObjects/41590_2022_1255_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01255-6,0,0,0,0,0,0,0,0,0,0
Extrathymic expression of Aire controls the induction of effective TH17 cell-mediated immune response to Candida albicans,"Abramson and colleagues show that Aire+MHCII+ ILC3s sense, internalize and present Candida albicans and modulate the induction of C. albicans-specific TH17 cells.",Jan DobešOsher Ben-NunJakub Abramson,27 Jun 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01247-6/MediaObjects/41590_2022_1247_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01247-6,0,0,0,0,0,0,0,0,0,0
LAG3 ectodomain structure reveals functional interfaces for ligand and antibody recognition,"LAG3 inhibits T cell activation, but exactly how it does so has been unclear given a lack of structural information. Here the authors provide the crystal structure of the human and mouse LAG3 ectodomains, showing how they interact with known ligands and antibodies.",Qianqian MingDaiana P. CeliasVincent C. Luca,27 Jun 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01238-7/MediaObjects/41590_2022_1238_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01238-7,0,0,1,0,0,0,0,0,0,0
"Clonal structure, stability and dynamics of human memory B cells and circulating plasmablasts","Lanzavecchia and colleagues use single-cell B cell receptor sequencing to examine the clonal structure, stability and dynamics of the B cell repertoire and the relationship between memory B cells and newly generated plasma cells in humans.",Ganesh E. PhadDora PintoAntonio Lanzavecchia,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01230-1/MediaObjects/41590_2022_1230_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01230-1,0,0,0,1,0,0,0,0,0,0
Glucocorticoid signaling and regulatory T cells cooperate to maintain the hair-follicle stem-cell niche,"Skin Treg cell crosstalk with hair-follicle stem cells (HFSCs) can control hair regrowth. Here the authors show that glucocorticoid receptor signaling in skin Treg cells induces TGF-β3, which in turn facilitates HFSC proliferation.",Zhi LiuXianting HuYe Zheng,23 Jun 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01244-9/MediaObjects/41590_2022_1244_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01244-9,0,0,1,0,0,0,0,0,0,0
TCF-1 promotes chromatin interactions across topologically associating domains in T cell progenitors,Vahedi and colleagues show that TCF-1 promotes T cell development by minimizing the spatial distance between regulatory elements that are located within insulated neighborhoods in progenitor cells and are required for the expression of T cell genes.,Wenliang WangAditi ChandraGolnaz Vahedi,20 Jun 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01232-z/MediaObjects/41590_2022_1232_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01232-z,0,0,1,0,0,0,0,0,0,0
pH sensing controls tissue inflammation by modulating cellular metabolism and endo-lysosomal function of immune cells,"Extracellular microenvironments are more acidic upon tissue damage or in tumors. Xavier and colleagues identify a role for the pH-sensitive, G protein-coupled receptor GPR65 in multiple aspects of immune cell lipid metabolism, disruption of which leads to chronic inflammatory responses.",Xiangjun ChenAlok JaiswalRamnik J. Xavier,06 Jun 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01231-0/MediaObjects/41590_2022_1231_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01231-0,0,0,1,0,0,0,0,0,0,0
Targeted isolation of diverse human protective broadly neutralizing antibodies against SARS-like viruses,"A broadly neutralizing antibody (bnAb) response is required to combat SARS-CoV-2 variants of concern (VOCs). The authors isolated and characterized a large panel of sarbecovirus bnAbs from vaccinated individuals who had recovered from COVID-19, finding that many of these antibodies were able to neutralize all VOCs, including Omicron, and demonstrate prophylaxis in mice infected with diverse sarbecoviruses.",Wan-ting HeRami MusharrafiehRaiees Andrabi,02 Jun 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01222-1/MediaObjects/41590_2022_1222_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01222-1,0,0,0,0,0,0,0,0,0,0
Type 2 cytokines in the thymus activate Sirpα+ dendritic cells to promote clonal deletion,"Breed et al. identify a subset of thymic SIRPα+ cDC2 dendritic cells that express CD301b, induced by type II cytokines, and high amounts of MHC-II. They find that the deletion of these cells can alter thymic CD4-single-positive repertoires, suggesting that they contribute to thymic tolerance.",Elise R. BreedMatouš VobořilKristin A. Hogquist,30 May 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01218-x/MediaObjects/41590_2022_1218_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01218-x,0,0,1,0,0,0,0,0,0,0
NLRP3 licenses NLRP11 for inflammasome activation in human macrophages,Stehlik and colleagues show that NLRP11 is an essential component of the NLRP3 inflammasome in human macrophages.,Anu GangopadhyaySavita DeviChristian Stehlik,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01220-3/MediaObjects/41590_2022_1220_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01220-3,0,0,0,0,0,0,0,0,0,0
Hypoxia shapes the immune landscape in lung injury and promotes the persistence of inflammation,"Mirchandani and colleagues show that tissue hypoxia alters the number and phenotype of circulating monocytes and their differentiation into lung macrophages, with important implications for the resolution of inflammation in the lung.",Ananda S. MirchandaniStephen J. JenkinsSarah R. Walmsley,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01216-z/MediaObjects/41590_2022_1216_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01216-z,0,0,0,0,0,0,0,0,0,0
Astrocyte-targeted gene delivery of interleukin 2 specifically increases brain-resident regulatory T cell numbers and protects against pathological neuroinflammation,Liston and colleagues design a gene-delivery system to specifically target astrocytes in the central nervous system to express IL-2 and thereby expand/maintain Treg cells to suppress neuroinflammation.,Lidia YshiiEmanuela PasciutoAdrian Liston,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01208-z/MediaObjects/41590_2022_1208_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01208-z,0,0,0,0,0,0,0,0,0,0
Autoreactive CD8+ T cells are restrained by an exhaustion-like program that is maintained by LAG3,"Exhausted T cells are associated with inefficient viral clearance, tumor immunity and response to immunotherapy. Here the authors show CD8+ T cells in the pancreatic islets have a LAG3-promoted ‘restrained’ phenotype resembling exhausted cells but maintain effector functions, and LAG3 expression limits pathology in the nonobese diabetic mouse model of type 1 diabetes.",Stephanie GrebinoskiQianxia ZhangDario A. A. Vignali,26 May 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01210-5/MediaObjects/41590_2022_1210_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01210-5,0,0,1,0,0,0,1,0,0,0
Single-cell analysis identifies the interaction of altered renal tubules with basophils orchestrating kidney fibrosis,How fibrosis and inflammation are integrated is not entirely clear. Here the authors show that profibrotic proximal tubular cells in the kidneys recruit basophils and activate them to produce interleukin-6 and drive TH17 cell responses.,Tomohito DokeAmin AbediniKatalin Susztak,12 May 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01200-7/MediaObjects/41590_2022_1200_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01200-7,0,0,1,0,0,0,0,0,0,0
Superior immunogenicity and effectiveness of the third compared to the second BNT162b2 vaccine dose,"Around the world, governments are urging populations to receive a third COVID-19 vaccine dose. Here, the authors compare immunogenicity, reactogenicity and effectiveness of a third dose versus the second dose of the BNT162b2 vaccine in a large group of healthcare workers in Israel.",Yaniv LustigTal GonenYitshak Kreiss,09 May 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01212-3/MediaObjects/41590_2022_1212_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01212-3,0,0,0,0,0,0,0,0,0,0
ILC1s control leukemia stem cell fate and limit development of AML,"How ILC1s respond to cancer cells is somewhat controversial. Here, the authors show that IFNγ released by ILC1s can control acute myeloid leukemia by promoting leukemia stem cell apoptosis and favoring their differentiation into non-leukemic cells.",Zhenlong LiRui MaJianhua Yu,29 Apr 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01198-y/MediaObjects/41590_2022_1198_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01198-y,0,0,0,0,0,0,0,0,0,0
Reversal of the T cell immune system reveals the molecular basis for T cell lineage fate determination in the thymus,"To determine how T cell lineage fates are determined in the thymus, Singer and colleagues generated ‘FlipFlop’ mice with a functionally reversed T cell immune system that distinguishes TCR signal strength versus TCR signal duration.",Miho ShinzawaE. Ashley MosemanAlfred Singer,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01187-1/MediaObjects/41590_2022_1187_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01187-1,1,0,1,0,0,1,1,0,0,0
Caspase-11 interaction with NLRP3 potentiates the noncanonical activation of the NLRP3 inflammasome,"Blander and colleagues show that concurrent detection of LPS and bacterial RNA triggers the interaction of procaspase-11 with NLRP3, upstream of the activation of either receptor and before NLRP3–ASC oligomerization.",Julien MorettiBaosen JiaJ. Magarian Blander,29 Apr 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01192-4/MediaObjects/41590_2022_1192_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01192-4,0,0,0,0,0,0,0,0,0,0
CD66b−CD64dimCD115− cells in the human bone marrow represent neutrophil-committed progenitors,Cassatella and colleagues identify CD66b−CD64dimCD115− cells in the human bone marrow as the earliest neutrophil-committed progenitor cells described to date.,Federica CalzettiGiulia FinottiMarco A. Cassatella,28 Apr 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01189-z/MediaObjects/41590_2022_1189_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01189-z,0,0,0,0,0,1,0,0,0,0
Mitochondrial electron transport chain is necessary for NLRP3 inflammasome activation,How the mitochondrial electron transport chain (ETC) interacts with the NLRP3 inflammasome is somewhat unclear. Here the authors use individual complex inhibitors and new genetic models to show that ETC is critical in providing ATP via the phosphocreatine shuttle to activate the NLRP3 inflammasome.,Leah K. BillinghamJoshua S. StoolmanNavdeep S. Chandel,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01185-3/MediaObjects/41590_2022_1185_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01185-3,0,0,0,0,0,0,0,0,0,0
PD-L1–PD-1 interactions limit effector regulatory T cell populations at homeostasis and during infection,Perry et al. demonstrate that regulatory T (Treg) cell function is restrained by the cell-autonomous action of the checkpoint inhibitor molecule PD-1. This PD-1-dependent mechanism tunes Treg cell function during homeostasis and infection.,Joseph A. PerryLindsey ShallbergChristopher A. Hunter,18 Apr 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01170-w/MediaObjects/41590_2022_1170_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01170-w,0,0,1,0,0,0,0,0,0,0
LAG3 associates with TCR–CD3 complexes and suppresses signaling by driving co-receptor–Lck dissociation,"Vignali and colleagues show that the inhibitory receptor LAG3 interferes with TCR signaling and T cell activation by lowering the pH at the immune synapse, which causes the dissociation of the tyrosine kinase Lck from the CD4 or CD8 co-receptor.",Clifford GuyDiana M. MitreaDario A. A. Vignali,18 Apr 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01176-4/MediaObjects/41590_2022_1176_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01176-4,1,0,1,0,0,1,1,0,0,0
Replicative history marks transcriptional and functional disparity in the CD8+ T cell memory pool,"Schumacher and colleagues have designed a reporter system that allows in vivo tracking of replicative history over many cell generations. Using this system to study acute T cell responses, they uncover substantial diversity in past division of central memory CD8+ T cells and its link to cell state and recall potential.",Kaspar BresserLianne KokTon N. Schumacher,07 Apr 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01171-9/MediaObjects/41590_2022_1171_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01171-9,0,0,1,0,0,0,1,0,0,0
SARS-CoV-2 antigen exposure history shapes phenotypes and specificity of memory CD8+ T cells,"Thomas and colleagues describe how multiple SARS-CoV-2 antigen exposures, including mRNA vaccine boosters, primary infection and breakthrough infection, shape T cell immunity.",Anastasia A. MinervinaMikhail V. PogorelyyPaul G. Thomas,05 Apr 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01184-4/MediaObjects/41590_2022_1184_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01184-4,1,0,1,0,0,1,0,0,0,0
Dntt expression reveals developmental hierarchy and lineage specification of hematopoietic progenitors,Tussiwand and colleagues show that an uncommitted precursor expressing the lymphoid-specific factor TdT generates a large fraction of myeloid and a substantial fraction of erythro-megakaryocyte cells.,Fabian KleinJulien RouxRoxane Tussiwand,30 Mar 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01167-5/MediaObjects/41590_2022_1167_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01167-5,0,0,0,0,0,0,0,0,0,0
